Gauge	q_mean	runoff_ratio	slope_fdc	baseflow_index	stream_elas	q5	q95	high_q_freq	high_q_dur	low_q_freq	low_q_dur	zero_q_freq	hfd_mean	HUC2	Years	Mean	Std	sd_Qann-QBar	sd_Qmon-Qann	sd_Qday-Qmon	Med	fdc20	fdc80	Dry	PctDry	AREA_(KM^2)	LAT	LONG	GAGE_NAME
1134500	2.07757923836699	0.5991727548869351	1.40816574205791	0.48759831561720796	1.1078746454142099	0.238225466947303	7.09661127853544	9.05	2.1547619047619	46.15	6.88805970149254	0.0	187.55	1.0	34.0	161.45789516064102	232.8057776434117	0.1962448758844172	0.8096951066791964	0.9066722402611892	87.0	1.3254229518295328	0.2539361730140694	0.0	0.0	195.13	44.511720000000004	-71.83731	                        MOOSE RIVER AT VICTORY, VT
1137500	2.3794633685719	0.5972261321409089	1.3905436092212502	0.541710336585158	1.40660087711474	0.48171472128504	7.50190392614569	8.25	1.61764705882353	17.3	7.0612244897959195	0.0	189.15	1.0	34.0	222.3373057412029	302.1184701092868	0.21353277135397786	0.7415970772412223	0.8131602526166799	125.0	1.3043245218485977	0.30134394125467595	0.0	0.0	228.55	44.26867	-71.63036	        AMMONOOSUC RIVER AT BETHLEHEM JUNCTION, NH
1139000	1.69747269579546	0.541536747426106	1.5071050052539199	0.572169832209705	2.16296224577182	0.268166848251604	5.343472754050481	4.15	1.69387755102041	35.15	6.63207547169811	0.0	183.4	1.0	35.0	166.27679943547122	193.617462670425	0.26152145638950136	0.7542487754834942	0.693389228548125	105.0	1.3832356695635009	0.3007034064268481	0.0	0.0	246.33	44.15034	-72.06509	                    WELLS RIVER AT WELLS RIVER, VT
1139800	1.81168277221839	0.548410572565566	1.54356932845705	0.607173225575111	1.74761515762688	0.24680367345448398	5.57990913897095	2.15	1.8695652173913	37.25	7.16346153846154	0.0	190.2	1.0	34.0	16.79806747725263	18.288224026490727	0.2355887362350373	0.8043754859501412	0.6600703670361753	11.0	1.4882664350440429	0.2857471555284562	0.0	0.0	22.8	44.09284	-72.33565	             EAST ORANGE BRANCH AT EAST ORANGE, VT
1142500	1.7230164576094198	0.519815262322349	1.46622293745572	0.5717880874094959	1.5064974168220702	0.178647356374502	5.35942069123505	5.75	2.1296296296296298	41.5	9.325842696629211	0.0	181.15	1.0	34.0	56.89391255334567	70.76752565984283	0.2679740931322672	0.8627166224940785	0.6511744041916203	35.0	1.4061258298062953	0.2812251659612591	0.0	0.0	82.17	43.934509999999996	-72.65788	                       AYERS BROOK AT RANDOLPH, VT
1144000	1.85875508846547	0.543359055776503	1.51948227493782	0.5627489268563169	1.7290262095036	0.237791661970178	5.983056874169179	5.8	1.8125	42.0	10.120481927710802	0.0	181.5	1.0	34.0	1342.11071744907	1673.0145382192272	0.2467329285856376	0.8151538187421516	0.6720426353300436	806.0	1.3858767207636002	0.28313610424202584	0.0	0.0	1790.24	43.714240000000004	-72.41815	                  WHITE RIVER AT WEST HARTFORD, VT
1162500	1.83588141865845	0.48522919163043604	1.8684614296564699	0.5085751060528039	1.1536143943958999	0.0885905447995945	6.34898904397094	6.45	2.6326530612244903	85.15	14.191666666666698	0.0	168.15	1.0	34.0	35.81297205894189	47.92523533229443	0.27196025506945004	0.8693624862660644	0.769034913610917	20.0	1.507833527782206	0.16474477433175955	0.0	0.0	49.71	42.68259000000001	-72.11508	                  PRIEST BROOK NEAR WINCHENDON, MA
1169000	2.23696271563506	0.5704840168842379	1.4944612371343002	0.511888180404709	1.08151278029793	0.212155354279292	7.446652935203169	8.25	1.6666666666666698	65.2	9.381294964028779	0.0	174.05	1.0	35.0	209.0010035280281	339.0053638167085	0.2546902245802003	0.8832382797970838	0.8966635804510605	111.0	1.3157831558599238	0.21052530493758775	0.0	0.0	230.64	42.63842	-72.72509000000002	                  NORTH RIVER AT SHATTUCKVILLE, MA
1170100	2.1717608046124597	0.557636460056619	1.59536300372195	0.536996501003029	1.43391535358896	0.21037942816196803	7.2032086816326	6.7	1.69620253164557	62.15	9.20740740740741	0.0	174.25	1.0	35.0	92.64684437475495	132.43948593440086	0.24632713919022395	0.8535205095520377	0.8215494899483453	53.0	1.3707968237567494	0.215873515552244	0.0	0.0	106.99	42.70342	-72.67065	                      GREEN RIVER NEAR COLRAIN, MA
1181000	2.15142536361089	0.563934955144295	1.48596554580161	0.49121197261542604	1.2642585705382399	0.150713072621076	7.29250320722512	9.05	1.5603448275862102	73.8	11.441860465116301	0.0	168.0	1.0	34.0	206.31097511876962	371.00757590183656	0.2636015584730155	0.8847401621449456	0.9263781713680002	110.0	1.3087040078433332	0.17934091959334567	0.0	0.0	243.5	42.23731	-72.89565	     WEST BRANCH WESTFIELD RIVER AT HUNTINGTON, MA
1187300	2.00228137045886	0.506828688234216	1.5794196484333403	0.444722930323781	0.666679500071313	0.0635238457672166	6.85150050774979	11.8	1.61643835616438	92.3	11.395061728395099	0.0	158.65	1.0	33.0	43.10156985199765	80.79375775625347	0.2757174137080795	0.8819538014606781	1.0581873682789351	21.0	1.3224576319546342	0.13456586430415576	0.0	0.0	53.92	42.03732	-72.93899	              HUBBARD RIVER NR. WEST HARTLAND, CT.
1195100	1.62235378157824	0.440559883929016	2.12478168868794	0.517895405408521	1.1836088818659098	0.0412158953091105	4.945907437093259	6.25	1.5432098765432098	102.1	12.082840236686401	0.0016427104722792599	155.25	1.0	31.0	10.03531572904709	16.922200406308452	0.2390776869142173	0.831713704649364	0.9630988599552668	5.9	1.4947212828175125	0.10961289407328426	1.0	0.0	14.84	41.30593	-72.5312	                    INDIAN RIVER NEAR CLINTON, CT.
1333000	2.0680896080002498	0.5582431775775101	1.5661502267206397	0.5528072395244089	1.5802110955801	0.21813262709957199	6.63123186382699	4.6	1.5081967213114802	50.6	10.019801980198	0.0	165.9	2.0	34.0	88.18314679120708	109.70681566638392	0.2755148459534029	0.7588906978187965	0.6970249619105446	54.0	1.41750441607584	0.2608208125579546	0.0	0.0	112.16	42.70897	-73.19677	                   GREEN RIVER AT WILLIAMSTOWN, MA
1350000	2.10751838898456	0.5446070988194149	1.63109206304951	0.454634129444089	1.5642643745904299	0.0918699083241456	7.189818912324441	11.35	1.89166666666667	95.65	16.2118644067797	0.0	160.2	2.0	33.0	515.611606105857	1046.4318436646292	0.3204311298777909	0.9256152895252804	0.988666696710331	254.0	1.2625782513249857	0.13382165797453766	0.0	0.0	612.51	42.31953	-74.43654000000002	                 SCHOHARIE CREEK AT PRATTSVILLE NY
1350080	1.53457849767968	0.43935161214599106	1.9015959869947	0.492301447944427	1.33865966132431	0.0700355595099847	5.07174176784804	9.05	1.9673913043478302	106.7	19.577981651376103	0.0	169.55	2.0	26.0	53.1652837738233	93.65138762209887	0.31556787255745	0.9319796975418012	0.8535964297749661	28.0	1.3730764667890778	0.12414116001106733	0.0	0.0	83.84	42.37703	-74.41292	      MANOR KILL AT WEST CONESVILLE NEAR GILBOA NY
1350140	1.49965270356878	0.428298151238039	1.8414684687665301	0.45914675503500296	1.1792267411951	0.0335453685404314	5.14362317619949	11.1	2.07476635514019	107.2	13.2345679012346	0.0	166.45	2.0	33.0	25.30784718765553	47.91162836515339	0.320599381105977	0.961651541415963	1.060603735196927	13.0	1.3039433878080495	0.09088090278662164	0.0	0.0	43.76	42.42897	-74.47293	                  MINE KILL NEAR NORTH BLENHEIM NY
1365000	2.7192110925933903	0.6456731363899699	1.56080308910702	0.554875052263605	1.30994604639525	0.270285537823007	8.00536620206686	5.3	1.55882352941176	47.6	10.8181818181818	0.0	165.75	2.0	33.0	107.7368591338974	157.19445979671625	0.2789818164835172	0.7651246424804228	0.7676906522316518	67.0	1.308744297295343	0.2506106101203848	0.0	0.0	99.57	41.866479999999996	-74.4871	               RONDOUT CREEK NEAR LOWES CORNERS NY
1411300	1.18818599133716	0.37417881137706704	1.33729271478336	0.724230436580098	1.0503740950193499	0.339288086246052	3.02274840473755	0.95	1.9	3.9	4.875	0.0	175.15	2.0	34.0	39.68771237619775	36.0040484929741	0.2817841756256804	0.5284396813051905	0.4331073840524925	30.0	1.3102292091591146	0.4535408800935397	0.0	0.0	79.32	39.306940000000004	-74.82056	                TUCKAHOE RIVER AT HEAD OF RIVER NJ
1413500	1.95934007072571	0.511237169194687	1.79048501279787	0.530017057050457	1.2125955323862398	0.132683889525165	5.999619352442241	5.5	2.0754716981132098	70.0	17.2839506172839	0.0	162.5	2.0	33.0	326.89346275095414	504.3707043199085	0.2776599446880627	0.8288234810384529	0.7524078537527881	194.0	1.398008990923653	0.19884154137863772	0.0	0.0	424.1	42.14481	-74.65349	            EAST BR DELAWARE R AT MARGARETVILLE NY
1414500	2.23957781138062	0.562712057263301	1.7463630339221798	0.530299153727381	1.16106306057331	0.163231572472612	6.71147488678085	5.45	1.703125	59.55	13.0879120879121	0.0	159.65	2.0	33.0	57.119620043139285	87.28066208561148	0.2531608961202033	0.7855863692909519	0.7887990065682333	35.0	1.3655553020326645	0.2100854310819484	0.0	0.0	64.45	42.1062	-74.73043	                       MILL BROOK NEAR DUNRAVEN NY
1415000	1.80987808224174	0.47967646775659295	1.7699913743003202	0.509840195556551	1.2626695627399198	0.10285731594039099	5.65715237672151	5.6	1.93103448275862	76.35	11.5681818181818	0.0	160.85	2.0	33.0	60.76251866600298	90.8138439293648	0.273506684442586	0.7804896478956481	0.8009756134047685	36.0	1.4318037156790382	0.19749016767986732	0.0	0.0	85.63	42.12009000000001	-74.81849	                        TREMPER KILL NEAR ANDES NY
1423000	1.8406878469694399	0.49697810583437896	1.80698622111887	0.522809848365314	1.4796748667675803	0.10529882652301499	5.74874674531055	5.15	1.9074074074074099	78.65	18.0804597701149	0.0	162.2	2.0	33.0	620.9753608760577	918.9883299721097	0.2878109752779071	0.8233888873584907	0.7408360844058707	364.5	1.420346209478738	0.1851925329819216	0.0	0.0	859.68	42.1662	-75.13989000000002	           WEST BRANCH DELAWARE RIVER AT WALTON NY
1434025	2.8164395820861805	0.634761838781561	1.3568833751884999	0.49375812380148204	0.738849584355461	0.24465755455488	9.08007418966565	8.3	1.41880341880342	51.65	9.93269230769231	0.0	163.85	2.0	29.0	11.009984895685854	18.87084175749689	0.21436353093560856	0.7507872706574933	0.998688952642256	6.4	1.1807463973083143	0.2633972732457009	0.0	0.0	9.7	41.99537	-74.50099	     BISCUIT BK ABOVE PIGEON BK AT FROST VALLEY NY
1435000	2.96731545763314	0.687251847880788	1.31835989211088	0.540275165102473	1.2464842534082	0.38303107810401	8.71041044280972	6.15	1.41379310344828	39.3	11.3913043478261	0.0	165.3	2.0	33.0	202.0820474531276	322.12146663099594	0.2398678873148153	0.7416525159049315	0.8635218979294109	124.0	1.2371212740111754	0.2919606206666374	0.0	0.0	172.46	41.89009	-74.58988000000002	                NEVERSINK RIVER NEAR CLARYVILLE NY
1439500	2.02736445037383	0.550426939143426	1.6737470240910501	0.584467109658076	1.1605366728306499	0.119977223693056	5.8548885162211395	3.25	2.32142857142857	56.75	15.9859154929577	0.0	156.1	2.0	34.0	247.1356630968676	293.25128685256306	0.30844702605471497	0.7240501985099184	0.6171610903647298	162.0	1.464782522537469	0.2468279941292421	0.0	0.0	305.88	41.08815	-75.03766999999998	                       Bush Kill at Shoemakers, PA
1440000	1.7970907445351598	0.5062379714626141	1.64802817461977	0.589172275759407	0.95312010851275	0.16045987956735502	5.21932226447269	3.6	1.6363636363636398	56.4	15.887323943662	0.0	159.85	2.0	35.0	120.16672403003744	167.20400102908664	0.3175405043148779	0.7235081413619745	0.7036861862793147	78.0	1.3814140423642216	0.2413313688467616	0.0	0.0	167.72	41.10667	-74.95222	                 FLAT BROOK NEAR FLATBROOKVILLE NJ
1440400	2.06901143340694	0.551243771791167	1.58784621123023	0.5625869373211999	1.1471470393443701	0.195491453899225	6.13005344726855	4.45	1.8541666666666698	59.85	14.9625	0.0	156.1	2.0	35.0	144.58917501565438	205.4136941021468	0.2969410144884081	0.7530949454058418	0.7132910133117539	91.0	1.3693971210400986	0.2282328535066831	0.0	0.0	175.21	41.08481	-75.21462	                 Brodhead Creek near Analomink, PA
1451800	1.75990922716448	0.502370836246927	1.5816009803778797	0.477158376006432	1.5483971816336102	0.135440577904351	5.903912425139099	10.0	2.0	73.35	9.16875	0.0	153.5	2.0	35.0	96.03855518971477	155.59292084858637	0.3035769337010477	0.77563633111303	0.9046906351151744	50.0	1.343210544402436	0.19783721196625026	0.0	0.0	135.84	40.66176	-75.62685	               Jordan Creek near Schnecksville, PA
1466500	0.853261967265614	0.241045546354964	0.9690167345409509	0.837326882474799	0.22554150898468497	0.39563582242146	1.6371137479508702	0.2	2.0	0.0	0.0	0.0	181.15	2.0	34.0	1.9370005636524656	1.1814684054558442	0.2390271354326102	0.37623500280320815	0.2383349779124394	1.6	1.2906552775007576	0.6195145332003636	0.0	0.0	5.38	39.885	-74.50528	       MCDONALDS BRANCH IN LEBANON STATE FOREST NJ
1484100	0.9968531032891039	0.30014186520952196	1.4048175927755702	0.708418601766662	1.30301510558499	0.15223136727859196	2.36502302736384	2.4	1.45454545454545	27.85	13.925	0.0	175.6	2.0	34.0	3.578904903776465	4.632491739384794	0.3542669171418925	0.6386857537963345	0.6259450351480969	2.6	1.3411923839985311	0.3352980959996328	0.0	0.0	9.0	38.90578	-75.51275	                   BEAVERDAM BRANCH AT HOUSTON, DE
1485500	0.917682275682182	0.28318465927909997	1.8265145406649599	0.476673304898002	1.7434015901509698	0.0345708004175329	3.26694063945685	12.35	2.80681818181818	106.85	15.2642857142857	0.0	160.05	2.0	35.0	52.13667240300366	95.57952448597834	0.3961226949556513	0.947364268118634	0.8506114146708768	23.0	1.361805361323932	0.10165589316925126	0.0	0.0	141.54	38.22892	-75.47144	               NASSAWANGO CREEK NEAR SNOW HILL, MD
1486000	1.25453280055094	0.383131752901683	1.77818463589378	0.5205502011657379	1.51786389019618	0.0831573083460236	4.15786541730118	8.4	1.82608695652174	92.55	19.082474226804102	0.0	161.65	2.0	35.0	5.344644089056153	9.762889802005168	0.3634499517559489	0.9128123001772072	0.8123782115249312	2.7	1.347143023937358	0.14406946228218964	0.0	0.0	11.18	38.21389	-75.67139	             MANOKIN BRANCH NEAR PRINCESS ANNE, MD
1487000	1.30460732632274	0.39071341206459	1.66776481160079	0.744016867905129	1.31744816778839	0.274148052166506	3.06784725043471	0.8	1.33333333333333	12.25	6.80555555555556	0.0	173.35	2.0	35.0	94.85976326722584	88.3303108562843	0.3247705860424448	0.6003511196325898	0.4042259430764434	74.0	1.4421288361707905	0.36896571100860576	0.0	0.0	187.41	38.72833	-75.56186	              NANTICOKE RIVER NEAR BRIDGEVILLE, DE
1491000	1.2295195699044	0.37200947242089505	1.6930927793466397	0.5565397011086539	1.3423253075561101	0.100530429210333	3.92906427497051	6.3	2.0	77.95	14.045045045044999	0.0	173.05	2.0	34.0	146.2094999597391	258.9217931525546	0.4090331880641553	0.8432406714776641	0.7521143936675033	86.0	1.3131841641813289	0.17782702223288827	0.0	0.0	292.04	38.99719	-75.78581	                CHOPTANK RIVER NEAR GREENSBORO, MD
1510000	1.9000610277217502	0.5487866867114579	1.7625271231922701	0.504188789855325	1.32172099343214	0.127761849946411	6.311435387352709	9.2	2.02197802197802	79.1	16.6526315789474	0.0	164.0	2.0	34.0	280.13762236601957	408.5261206146385	0.26847699020634674	0.8442676521211504	0.7814543208591703	159.0	1.388603204077116	0.17848370232353675	0.0	0.0	382.99	42.54118	-75.89964	                   OTSELIC RIVER AT CINCINNATUS NY
1516500	1.02918261279843	0.323373524799016	1.6247100806191102	0.41685438127114105	1.20138366307422	0.0233155229880762	3.57504685817169	15.75	2.14285714285714	122.15	14.121387283236999	0.0	158.45	2.0	35.0	12.835473857490035	32.205557614666574	0.4324722698506252	1.0140741888341862	1.1572047481377958	4.8	1.2465453303590632	0.0856999914621856	0.0	0.0	31.48	41.79091	-77.01469	                   Corey Creek near Mainesburg, PA
1518862	1.19837841033994	0.395290298333401	1.74560453254043	0.42946619540356895	1.64372105819724	0.0345162639490019	4.2862924140306005	16.25	2.32142857142857	120.15	13.890173410404598	0.0	163.65	2.0	30.0	110.13082040518324	214.65945296038558	0.3733332298988492	0.9537179704600074	1.0620605254458249	48.0	1.362016549483001	0.0998812136287534	0.0	0.0	233.91	41.92313	-77.53193	                 Cowanesque River at Westfield, PA
1532000	1.3477480227394598	0.42181997494057394	1.5690267488535	0.436231935738121	1.6763049730537298	0.0388667812413428	4.63751367084204	14.35	2.15789473684211	101.2	13.6756756756757	0.0	150.8	2.0	34.0	295.9582897173688	682.9752259951208	0.3844393813208796	0.9208520078246692	1.081767533505409	129.0	1.2873435657566603	0.1115021986088446	0.0	0.0	553.94	41.70702	-76.48467	                  Towanda Creek near Monroeton, PA
1539000	1.7784964377676	0.519507507471259	1.6869765430393002	0.518896819455807	1.40648448631555	0.12899098746801801	5.50129130336571	6.35	1.9242424242424199	67.55	14.072916666666698	0.0	154.25	2.0	35.0	492.4331195244055	803.6227360536212	0.3107821522275249	0.7617008811296956	0.8130169025697853	288.0	1.380898182999445	0.21728839056020674	0.0	0.0	701.78	41.07814000000001	-76.43106	                 Fishing Creek near Bloomsburg, PA
1542810	1.5992051267001497	0.46725839419462706	1.667859602496	0.38646635431494397	1.41962584997273	0.0413151523844511	6.28708840632952	18.55	2.34810126582278	119.45	14.6564417177914	0.0	157.8	2.0	35.0	8.72913486403883	16.553331269939626	0.26514837106393674	0.8556782876337098	1.1231120585308911	3.7	1.260147789137311	0.10310300092941636	0.0	0.0	13.62	41.57895	-78.29251	                       Waldy Run near Emporium, PA
1543000	1.64794461197671	0.48611660636388704	1.7344986483273999	0.448967038468495	1.9378036707678201	0.0589536276035855	5.96471996930395	11.6	2.20952380952381	96.6	12.1509433962264	0.0	159.8	2.0	35.0	462.68530193992484	737.2612679942772	0.2649435790446767	0.8122363054809206	0.930778431814307	230.0	1.4294813282957444	0.14912944005504405	0.0	0.0	705.5	41.4134	-78.19695	 Driftwood Br Sinnemahoning Cr at Sterling Run, PA
1543500	1.63054821091537	0.47831678852603704	1.7966909463052698	0.482957364176171	2.05031436983567	0.0619121498260637	5.679407877377571	8.45	2.13924050632911	89.8	15.7543859649123	0.0	163.75	2.0	35.0	1160.6532384230288	1689.9852960927235	0.259148252608227	0.8007026438305074	0.8551876668719417	637.0	1.4388449062262705	0.15680824726537798	0.0	0.0	1778.26	41.31728	-78.10306	          Sinnemahoning Creek at Sinnemahoning, PA
1544500	1.6342173030585398	0.48586526689281895	1.76324322488628	0.4852307375818879	1.03998874656978	0.0757965724132169	5.650289943530719	8.45	2.31506849315068	91.15	15.3193277310924	0.0	160.6	2.0	35.0	231.06388454317883	358.213546915867	0.2924636199345166	0.8373577009956349	0.8093099950333721	123.0	1.3805705752358213	0.16012887549757174	0.0	0.0	355.06	41.4759	-77.82582	                    Kettle Creek at Cross Fork, PA
1545600	1.5179109811068898	0.448479056936079	1.75019160883107	0.5148763355952221	1.06958327839606	0.06524201454796799	5.0725666311045	6.85	2.6346153846153797	84.6	17.4432989690722	0.0	164.35	2.0	35.0	72.48019633917379	107.40996053547968	0.3111160171838032	0.8486234305800491	0.7295334733666407	41.0	1.407280956065391	0.16556246541945774	0.0	0.0	120.0	41.389509999999994	-77.69082	                Young Womans Creek near Renovo, PA
1547700	1.34796520855921	0.429971169656749	1.8407750289527198	0.44289710724255604	2.38480397517291	0.0387866477187585	4.82678282722328	15.45	2.8348623853211006	116.05	14.1524390243902	0.0	158.65	2.0	35.0	60.15839721526935	116.35070560045004	0.3698370122307985	0.9477845269928059	0.9453752233168092	27.0	1.3796910130932376	0.10306125639973583	0.0	0.0	113.54	41.059509999999996	-77.60583000000003	                      Marsh Creek at Blanchard, PA
1548500	1.43544359605518	0.455212892499828	1.7281988942665703	0.49416298265030295	1.10720797436017	0.0848496062808742	5.01241192659239	8.9	2.5070422535211296	88.7	16.425925925925903	0.0	162.2	2.0	34.0	884.9523311055641	1333.9967256159025	0.3001006404604999	0.8562890296895022	0.7761174721051215	463.0	1.4125054605352412	0.16272062905365978	0.0	0.0	1557.05	41.52174	-77.44748	                       Pine Creek at Cedar Run, PA
1549500	1.5111470618623102	0.453494786847218	1.66070246009029	0.471683754996156	1.00829010161093	0.0577200097934377	5.06430346796334	11.4	2.375	94.2	13.083333333333302	0.0	154.6	2.0	34.0	59.30155084950471	107.17622580881559	0.3365973750557167	0.8823803548178344	0.9546887090785098	29.0	1.3321742664114442	0.13659001972066706	0.0	0.0	97.49	41.47368	-77.23080999999998	          Blockhouse Creek near English Center, PA
1550000	1.6729194712433701	0.496449757656269	1.74260256807022	0.49511430341099	1.5637571003687798	0.0918789968064187	5.5667862770947805	8.75	1.94444444444444	82.7	14.0169491525424	0.0	155.6	2.0	35.0	299.39086919037544	513.5434526567337	0.33185784529116363	0.8152189707300935	0.9121862258546036	160.0	1.342726319901152	0.17368599162900472	0.0	0.0	452.68	41.418409999999994	-77.03275	                 Lycoming Creek near Trout Run, PA
1552000	1.71924967115064	0.494463815495184	1.6708611448027	0.51054949836829	1.21432539065678	0.11047052459339099	5.458543568144011	6.35	1.71621621621622	67.15	13.297029702970299	0.0	150.15	2.0	35.0	783.3909709725374	1352.0298372648092	0.3265443224314548	0.7709092875526645	0.9019593214779552	440.0	1.3403269107077938	0.20424029115547332	0.0	0.0	1129.49	41.32508	-76.91246	             Loyalsock Creek at Loyalsockville, PA
